parid,boro,block,lot,exmp_code,year,period,benftstart,condo_number,condo_sfx,coop_num,description,phase_out_start,benefit_year,exmp_end,current_benefit_year,flag_421a16,flag_phasing
3040050007,3,4005,7,5113,2022,3,2007,NA,NA,0,421A 15 YR NO CAP,12,15,2021,Expired,No,NA
3040060013,3,4006,13,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3040070014,3,4007,14,5113,2026,3,2012,NA,NA,0,421A 15 YR NO CAP,12,15,2026,15,No,Yes
3040090015,3,4009,15,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3040090119,3,4009,119,5113,2026,3,2011,NA,NA,0,421A 15 YR NO CAP,12,15,2025,Expired,No,NA
3040090120,3,4009,120,5113,2026,3,2011,NA,NA,0,421A 15 YR NO CAP,12,15,2025,Expired,No,NA
3040090121,3,4009,121,5113,2026,3,2011,NA,NA,0,421A 15 YR NO CAP,12,15,2025,Expired,No,NA
3040100014,3,4010,14,5121,2026,3,2017,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2051,10,Yes,NA
3040160117,3,4016,117,5113,2021,3,2006,NA,NA,0,421A 15 YR NO CAP,12,15,2020,Expired,No,NA
3040300005,3,4030,5,5114,2025,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
3040730049,3,4073,49,5113,2022,3,2007,NA,NA,0,421A 15 YR NO CAP,12,15,2021,Expired,No,NA
3040730050,3,4073,50,5113,2022,3,2007,NA,NA,0,421A 15 YR NO CAP,12,15,2021,Expired,No,NA
3040780047,3,4078,47,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3040780048,3,4078,48,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3040870127,3,4087,127,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3040870128,3,4087,128,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3040870129,3,4087,129,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3040870130,3,4087,130,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3040870131,3,4087,131,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3040880019,3,4088,19,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3040880020,3,4088,20,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3041050191,3,4105,191,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3041050193,3,4105,193,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3041270053,3,4127,53,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3041570032,3,4157,32,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3041650147,3,4165,147,5113,2021,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3041650148,3,4165,148,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3041670034,3,4167,34,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3041670035,3,4167,35,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3041810024,3,4181,24,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3042450005,3,4245,5,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3042450011,3,4245,11,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3042550108,3,4255,108,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3042820043,3,4282,43,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
3042820044,3,4282,44,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
3042820046,3,4282,46,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
3042830006,3,4283,6,5113,2021,3,2006,NA,NA,0,421A 15 YR NO CAP,12,15,2020,Expired,No,NA
3042830007,3,4283,7,5113,2021,3,2006,NA,NA,0,421A 15 YR NO CAP,12,15,2020,Expired,No,NA
3042830008,3,4283,8,5113,2021,3,2006,NA,NA,0,421A 15 YR NO CAP,12,15,2020,Expired,No,NA
3042830009,3,4283,9,5113,2021,3,2006,NA,NA,0,421A 15 YR NO CAP,12,15,2020,Expired,No,NA
3042830010,3,4283,10,5113,2021,3,2006,NA,NA,0,421A 15 YR NO CAP,12,15,2020,Expired,No,NA
3042950073,3,4295,73,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3042980006,3,4298,6,5113,2025,3,2011,NA,NA,0,421A 15 YR NO CAP,12,15,2025,Expired,No,NA
3042980076,3,4298,76,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3042980077,3,4298,77,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3043110101,3,4311,101,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3043110102,3,4311,102,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3043110103,3,4311,103,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3043110104,3,4311,104,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3043110105,3,4311,105,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3043110106,3,4311,106,5113,2022,3,2007,NA,NA,0,421A 15 YR NO CAP,12,15,2021,Expired,No,NA
3043110111,3,4311,111,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3043300010,3,4330,10,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3043300022,3,4330,22,5113,2022,3,2007,NA,NA,0,421A 15 YR NO CAP,12,15,2021,Expired,No,NA
3043300024,3,4330,24,5113,2022,3,2007,NA,NA,0,421A 15 YR NO CAP,12,15,2021,Expired,No,NA
3043600002,3,4360,2,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3043600003,3,4360,3,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3043600004,3,4360,4,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3043600005,3,4360,5,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3043600006,3,4360,6,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3043600007,3,4360,7,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3043600008,3,4360,8,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3044710109,3,4471,109,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3045170001,3,4517,1,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3045170003,3,4517,3,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3045650025,3,4565,25,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3045650072,3,4565,72,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3045650074,3,4565,74,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3045710001,3,4571,1,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
3045710050,3,4571,50,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
3045880098,3,4588,98,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3045880102,3,4588,102,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3045920012,3,4592,12,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3045920029,3,4592,29,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3045920039,3,4592,39,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3045920040,3,4592,40,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3045920041,3,4592,41,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3045920042,3,4592,42,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3045920043,3,4592,43,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3045920044,3,4592,44,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3045920129,3,4592,129,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3045970001,3,4597,1,5113,2026,3,2011,NA,NA,0,421A 15 YR NO CAP,12,15,2025,Expired,No,NA
3046070010,3,4607,10,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3046070031,3,4607,31,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3046140068,3,4614,68,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3046520076,3,4652,76,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
3046520080,3,4652,80,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
3046610050,3,4661,50,5113,2021,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3046810063,3,4681,63,5118,2026,3,2013,NA,NA,0,421A 15 YR CAP,12,15,2027,14,No,Yes
3046910036,3,4691,36,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3046990038,3,4699,38,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3047220064,3,4722,64,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3047920028,3,4792,28,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3047920029,3,4792,29,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3047920030,3,4792,30,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3047920031,3,4792,31,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3047920032,3,4792,32,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3047920033,3,4792,33,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3047920038,3,4792,38,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3047920039,3,4792,39,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3047930048,3,4793,48,5114,2025,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
3047930051,3,4793,51,5118,2026,3,2017,NA,NA,0,421A 15 YR CAP,12,15,2031,10,No,No
3047930053,3,4793,53,5118,2026,3,2017,NA,NA,0,421A 15 YR CAP,12,15,2031,10,No,No
3047930054,3,4793,54,5118,2024,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3047930064,3,4793,64,5113,2021,3,2006,NA,NA,0,421A 15 YR NO CAP,12,15,2020,Expired,No,NA
3047930065,3,4793,65,5113,2021,3,2006,NA,NA,0,421A 15 YR NO CAP,12,15,2020,Expired,No,NA
3047930066,3,4793,66,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3047940020,3,4794,20,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3047940077,3,4794,77,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3047940078,3,4794,78,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3047950001,3,4795,1,5121,2026,3,2019,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2053,8,Yes,NA
3047980011,3,4798,11,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3047980065,3,4798,65,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
3048000018,3,4800,18,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3048000019,3,4800,19,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3048010054,3,4801,54,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3048010077,3,4801,77,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3048010154,3,4801,154,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3048010175,3,4801,175,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3048010176,3,4801,176,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3048010177,3,4801,177,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3048020001,3,4802,1,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3048020009,3,4802,9,5113,2026,3,2011,NA,NA,0,421A 15 YR NO CAP,12,15,2025,Expired,No,NA
3048020010,3,4802,10,5113,2026,3,2011,NA,NA,0,421A 15 YR NO CAP,12,15,2025,Expired,No,NA
3048020055,3,4802,55,5118,2023,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3048030015,3,4803,15,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
3048030031,3,4803,31,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
3048030032,3,4803,32,5113,2022,3,2007,NA,NA,0,421A 15 YR NO CAP,12,15,2021,Expired,No,NA
3048030037,3,4803,37,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
3048030043,3,4803,43,5118,2026,3,2013,NA,NA,0,421A 15 YR CAP,12,15,2027,14,No,Yes
3048030069,3,4803,69,5113,2026,3,2011,NA,NA,0,421A 15 YR NO CAP,12,15,2025,Expired,No,NA
3048030070,3,4803,70,5113,2026,3,2011,NA,NA,0,421A 15 YR NO CAP,12,15,2025,Expired,No,NA
3048030115,3,4803,115,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
3048030243,3,4803,243,5118,2026,3,2013,NA,NA,0,421A 15 YR CAP,12,15,2027,14,No,Yes
3048050010,3,4805,10,5113,2026,3,2011,NA,NA,0,421A 15 YR NO CAP,12,15,2025,Expired,No,NA
3048050014,3,4805,14,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3048050068,3,4805,68,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3048050069,3,4805,69,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3048060077,3,4806,77,5121,2026,3,2019,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2053,8,Yes,NA
3048090018,3,4809,18,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3048090019,3,4809,19,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3048090021,3,4809,21,5121,2026,3,2019,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2053,8,Yes,NA
3048090023,3,4809,23,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3048090024,3,4809,24,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3048100018,3,4810,18,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3048110202,3,4811,202,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3048130019,3,4813,19,5121,2026,3,2018,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2052,9,Yes,NA
3048130020,3,4813,20,5121,2026,3,2018,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2052,9,Yes,NA
3048130052,3,4813,52,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3048130053,3,4813,53,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3048130054,3,4813,54,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3048130055,3,4813,55,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3048190011,3,4819,11,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3048190077,3,4819,77,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3048200016,3,4820,16,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3048200042,3,4820,42,5118,2026,3,2013,NA,NA,0,421A 15 YR CAP,12,15,2027,14,No,Yes
3048260076,3,4826,76,5118,2025,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3048260077,3,4826,77,5118,2025,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3048370001,3,4837,1,5113,2026,3,2012,NA,NA,0,421A 15 YR NO CAP,12,15,2026,15,No,Yes
3048370017,3,4837,17,5121,2026,3,2019,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2053,8,Yes,NA
3048370027,3,4837,27,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3048370065,3,4837,65,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3048370084,3,4837,84,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3048500035,3,4850,35,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
3048530011,3,4853,11,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3048530013,3,4853,13,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3048530041,3,4853,41,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3048530060,3,4853,60,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3048530064,3,4853,64,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3048530075,3,4853,75,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3048570029,3,4857,29,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3048620004,3,4862,4,5121,2026,3,2025,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2059,2,Yes,NA
3048680031,3,4868,31,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3048680039,3,4868,39,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3048690073,3,4869,73,5121,2023,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3048690075,3,4869,75,5121,2023,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3048840048,3,4884,48,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3048840050,3,4884,50,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3048840051,3,4884,51,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3048840061,3,4884,61,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3048840062,3,4884,62,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3048850061,3,4885,61,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3048860018,3,4886,18,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3048940158,3,4894,158,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3049030009,3,4903,9,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3049310031,3,4931,31,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3049330053,3,4933,53,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3049330054,3,4933,54,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3049480007,3,4948,7,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3049480014,3,4948,14,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3049480015,3,4948,15,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3049480022,3,4948,22,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3049480023,3,4948,23,5113,2025,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3049490021,3,4949,21,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3049490024,3,4949,24,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3049490025,3,4949,25,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3049490031,3,4949,31,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3049490035,3,4949,35,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3049490041,3,4949,41,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3049490042,3,4949,42,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3049640016,3,4964,16,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3049670022,3,4967,22,5118,2021,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3049670025,3,4967,25,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3049670031,3,4967,31,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3049690018,3,4969,18,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3049690019,3,4969,19,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3049690020,3,4969,20,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3049690021,3,4969,21,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3049700067,3,4970,67,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3049710054,3,4971,54,5113,2021,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3049940013,3,4994,13,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3049950001,3,4995,1,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3049950002,3,4995,2,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3049970017,3,4997,17,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3049980008,3,4998,8,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3049980009,3,4998,9,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3050000009,3,5000,9,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3050000010,3,5000,10,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3050000015,3,5000,15,5113,2021,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3050000016,3,5000,16,5113,2021,3,2010,NA,NA,0,421A 15 YR NO CAP,12,15,2024,Expired,No,NA
3050070043,3,5007,43,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3050070047,3,5007,47,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3050070048,3,5007,48,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
