parid,boro,block,lot,exmp_code,year,period,benftstart,condo_number,condo_sfx,coop_num,description,phase_out_start,benefit_year,exmp_end,current_benefit_year,flag_421a16,flag_phasing
3012530007,3,1253,7,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3012540026,3,1254,26,5121,2026,3,2017,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2051,10,Yes,NA
3012560011,3,1256,11,5114,2026,3,2014,NA,NA,0,421A 25 YR NO CAP,22,25,2038,13,No,No
3012580016,3,1258,16,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3012590001,3,1259,1,5113,2026,3,2013,NA,NA,0,421A 15 YR NO CAP,12,15,2027,14,No,Yes
3012800029,3,1280,29,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3012890001,3,1289,1,5114,2026,3,2020,NA,NA,0,421A 25 YR NO CAP,22,25,2044,7,No,No
3013040143,3,1304,143,5114,2026,3,2020,NA,NA,0,421A 25 YR NO CAP,22,25,2044,7,No,No
3013060042,3,1306,42,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
3013080025,3,1308,25,5121,2026,3,2019,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2053,8,Yes,NA
3013090026,3,1309,26,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
3013090029,3,1309,29,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
3013160072,3,1316,72,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3013210040,3,1321,40,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
3013210048,3,1321,48,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3013210050,3,1321,50,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3013300025,3,1330,25,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
3013300045,3,1330,45,5118,2026,3,2017,NA,NA,0,421A 15 YR CAP,12,15,2031,10,No,No
3013300080,3,1330,80,5118,2024,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3013320012,3,1332,12,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3013320013,3,1332,13,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3013340045,3,1334,45,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3013340046,3,1334,46,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3013340047,3,1334,47,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3013390178,3,1339,178,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013390179,3,1339,179,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013390180,3,1339,180,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013390181,3,1339,181,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013390182,3,1339,182,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013390183,3,1339,183,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013390184,3,1339,184,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013390185,3,1339,185,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013390186,3,1339,186,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013390187,3,1339,187,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013400025,3,1340,25,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3013400043,3,1340,43,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
3013400044,3,1340,44,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
3013400045,3,1340,45,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
3013400046,3,1340,46,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
3013400053,3,1340,53,5121,2025,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3013400054,3,1340,54,5121,2025,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3013400055,3,1340,55,5121,2025,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3013400146,3,1340,146,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
3013400246,3,1340,246,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
3013420012,3,1342,12,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3013420013,3,1342,13,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3013420039,3,1342,39,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3013420040,3,1342,40,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3013420041,3,1342,41,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3013420042,3,1342,42,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3013420045,3,1342,45,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3013420059,3,1342,59,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3013420060,3,1342,60,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3013420061,3,1342,61,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3013420065,3,1342,65,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3013420066,3,1342,66,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3013440208,3,1344,208,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013440209,3,1344,209,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013440210,3,1344,210,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013440211,3,1344,211,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013440212,3,1344,212,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
3013460001,3,1346,1,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3013470054,3,1347,54,5114,2026,3,2012,NA,NA,301997,421A 25 YR NO CAP,22,25,2036,15,No,No
3013480006,3,1348,6,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3013480015,3,1348,15,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3013480076,3,1348,76,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3013480077,3,1348,77,5121,2026,3,2025,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2059,2,Yes,NA
3013490001,3,1349,1,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3013490077,3,1349,77,5114,2024,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
3013490078,3,1349,78,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
3013540016,3,1354,16,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3013540022,3,1354,22,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3013540023,3,1354,23,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3013540073,3,1354,73,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3013540074,3,1354,74,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3013540082,3,1354,82,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3013550022,3,1355,22,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3013560010,3,1356,10,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3013600081,3,1360,81,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3013610012,3,1361,12,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3013610014,3,1361,14,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3013630044,3,1363,44,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
3013630046,3,1363,46,5114,2021,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
3013650039,3,1365,39,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3013670077,3,1367,77,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
3013670079,3,1367,79,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
3013680026,3,1368,26,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3013680027,3,1368,27,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3013680028,3,1368,28,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3013680029,3,1368,29,5114,2021,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3013680030,3,1368,30,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3013680031,3,1368,31,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3013680032,3,1368,32,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3013680033,3,1368,33,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3013680035,3,1368,35,5121,2026,3,2019,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2053,8,Yes,NA
3013680074,3,1368,74,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3013710001,3,1371,1,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3013710005,3,1371,5,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3013710006,3,1371,6,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3013710007,3,1371,7,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3013710031,3,1371,31,5118,2022,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3013710101,3,1371,101,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3013710102,3,1371,102,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3013710103,3,1371,103,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3013740032,3,1374,32,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3013750001,3,1375,1,5121,2026,3,2018,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2052,9,Yes,NA
3013760012,3,1376,12,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3013810011,3,1381,11,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3013830042,3,1383,42,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3013850055,3,1385,55,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3013850069,3,1385,69,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3013870064,3,1387,64,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3013870066,3,1387,66,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3014030030,3,1403,30,5121,2026,3,2018,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2052,9,Yes,NA
3014090022,3,1409,22,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3014150031,3,1415,31,5114,2026,3,2019,NA,NA,0,421A 25 YR NO CAP,22,25,2043,8,No,No
3014150035,3,1415,35,5114,2026,3,2019,NA,NA,0,421A 25 YR NO CAP,22,25,2043,8,No,No
3014220061,3,1422,61,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3014260023,3,1426,23,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3014270020,3,1427,20,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3014330023,3,1433,23,5114,2026,3,2014,NA,NA,0,421A 25 YR NO CAP,22,25,2038,13,No,No
3014350010,3,1435,10,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3014350023,3,1435,23,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3014420036,3,1442,36,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3014420037,3,1442,37,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3014420045,3,1442,45,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3014420128,3,1442,128,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
3014420129,3,1442,129,5114,2025,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
3014480037,3,1448,37,5121,2026,3,2025,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2059,2,Yes,NA
3014480038,3,1448,38,5121,2026,3,2025,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2059,2,Yes,NA
3014480039,3,1448,39,5121,2026,3,2025,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2059,2,Yes,NA
3014480133,3,1448,133,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3014480134,3,1448,134,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3014490057,3,1449,57,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3014500001,3,1450,1,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3014530032,3,1453,32,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3014560001,3,1456,1,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3014610014,3,1461,14,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3014610035,3,1461,35,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3014610037,3,1461,37,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3014620058,3,1462,58,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3014680014,3,1468,14,5121,2026,3,2025,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2059,2,Yes,NA
3014680052,3,1468,52,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3014730034,3,1473,34,5114,2026,3,2013,NA,NA,0,421A 25 YR NO CAP,22,25,2037,14,No,No
3014740007,3,1474,7,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3014760023,3,1476,23,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3014800023,3,1480,23,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3014800060,3,1480,60,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3014800066,3,1480,66,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
3014810020,3,1481,20,5121,2026,3,2018,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2052,9,Yes,NA
3014810026,3,1481,26,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3014810029,3,1481,29,5114,2021,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
3014810053,3,1481,53,5121,2026,3,2019,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2053,8,Yes,NA
3014810067,3,1481,67,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
3014810068,3,1481,68,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
3014810069,3,1481,69,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
3014810070,3,1481,70,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
3014830003,3,1483,3,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3014830024,3,1483,24,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3014830025,3,1483,25,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3014860043,3,1486,43,5118,2026,3,2020,NA,NA,0,421A 15 YR CAP,12,15,2034,7,No,No
3014880040,3,1488,40,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3014910045,3,1491,45,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3014970064,3,1497,64,5121,2026,3,2019,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2053,8,Yes,NA
3014980030,3,1498,30,5114,2026,3,2018,NA,NA,0,421A 25 YR NO CAP,22,25,2042,9,No,No
3015020022,3,1502,22,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3015030023,3,1503,23,5114,2021,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
3015080003,3,1508,3,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3015190004,3,1519,4,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3015210065,3,1521,65,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3015220051,3,1522,51,5113,2026,3,2012,NA,NA,0,421A 15 YR NO CAP,12,15,2026,15,No,Yes
3015240032,3,1524,32,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3015310016,3,1531,16,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
3015340060,3,1534,60,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3015350025,3,1535,25,5121,2025,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3015380061,3,1538,61,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3015420016,3,1542,16,5121,2026,3,2018,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2052,9,Yes,NA
3015420019,3,1542,19,5121,2026,3,2018,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2052,9,Yes,NA
3015420121,3,1542,121,5121,2026,3,2018,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2052,9,Yes,NA
3015430014,3,1543,14,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3015430060,3,1543,60,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
3015510009,3,1551,9,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3015530037,3,1553,37,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3015560025,3,1556,25,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3015720037,3,1572,37,5113,2024,3,2009,NA,NA,0,421A 15 YR NO CAP,12,15,2023,Expired,No,NA
3015720039,3,1572,39,5121,2026,3,2019,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2053,8,Yes,NA
3015740019,3,1574,19,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3015740021,3,1574,21,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3015790046,3,1579,46,5121,2023,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
3015820002,3,1582,2,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3015840009,3,1584,9,5114,2026,3,2019,NA,NA,0,421A 25 YR NO CAP,22,25,2043,8,No,No
3015840011,3,1584,11,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3015890006,3,1589,6,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3015890035,3,1589,35,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
3015890052,3,1589,52,5114,2025,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3015890057,3,1589,57,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3015890154,3,1589,154,5121,2026,3,2025,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2059,2,Yes,NA
3015930013,3,1593,13,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3015930014,3,1593,14,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3015930015,3,1593,15,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3015930016,3,1593,16,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
3015930023,3,1593,23,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3015960059,3,1596,59,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
3015990028,3,1599,28,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
3015990029,3,1599,29,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
3015990032,3,1599,32,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
3015990050,3,1599,50,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3016000006,3,1600,6,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
3016000010,3,1600,10,5113,2026,3,2013,NA,NA,0,421A 15 YR NO CAP,12,15,2027,14,No,Yes
3016010014,3,1601,14,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
3016010015,3,1601,15,5121,2026,3,2018,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2052,9,Yes,NA
3016010020,3,1601,20,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
3016010120,3,1601,120,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
3016030010,3,1603,10,5121,2026,3,2019,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2053,8,Yes,NA
3016040019,3,1604,19,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
3016050001,3,1605,1,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3016050007,3,1605,7,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3016050016,3,1605,16,5118,2026,3,2019,NA,NA,0,421A 15 YR CAP,12,15,2033,8,No,No
3016060032,3,1606,32,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
3016060052,3,1606,52,5114,2021,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
3016060129,3,1606,129,5118,2026,3,2017,NA,NA,0,421A 15 YR CAP,12,15,2031,10,No,No
3016070073,3,1607,73,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3016070074,3,1607,74,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3016070075,3,1607,75,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
3016080025,3,1608,25,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
3016100014,3,1610,14,5118,2026,3,2016,NA,NA,0,421A 15 YR CAP,12,15,2030,11,No,No
